,ID,Title,Director,Release_Year,Original_Lang,Main_Genre,Genres,Runtime,User_Score,Ratings,Budget,Revenue,URL
157,654299,Out of the Clear Blue Sky,Pepe Bojórquez,2019,Spanish;,Comedy,"['Drama', 'Music']",112,82.0,301,-,-,https://www.themoviedb.org/movie/654299-out-of-the-clear-blue-sky
158,640344,Me Against You: Mr. S's Vendetta,Sofia Scalia,2020,Italian,Comedy,['Family'],64,82.0,453,75000,9500000,https://www.themoviedb.org/movie/640344-me-against-you:-mr.-s-s-vendetta
159,831827,Far from the Tree,Natalie Nourigat,2021,English,Animation,['Family'],7,82.0,304,-,-,https://www.themoviedb.org/movie/831827-far-from-the-tree
160,606856,Togo,Ericson Core,2019,English,Adventure,['Family'],113,82.0,1641,-,-,https://www.themoviedb.org/movie/606856-togo
161,68718,Django Unchained,Quentin Tarantino,2012,English,Drama,['Western'],165,82.0,23257,100000000,425368238,https://www.themoviedb.org/movie/68718-django-unchained
162,439,La Dolce Vita,Federico Fellini,1960,Italian,Comedy,['Drama'],176,82.0,1565,-,19647000,https://www.themoviedb.org/movie/439-la-dolce-vita
163,600354,The Father,Florian Zeller,2020,English,Drama,[],97,81.0,2346,6000000,21029340,https://www.themoviedb.org/movie/600354-the-father
164,100,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,1998,English,Comedy,['Crime'],105,81.0,5676,1350000,28356188,"https://www.themoviedb.org/movie/100-lock,-stock-and-two-smoking-barrels"
165,11878,Yojimbo,Akira Kurosawa,1961,Japanese,Drama,['Thriller'],110,81.0,1126,-,-,https://www.themoviedb.org/movie/11878-yojimbo
166,600,Full Metal Jacket,Stanley Kubrick,1987,English,Drama,['War'],117,81.0,8916,30000000,46357676,https://www.themoviedb.org/movie/600-full-metal-jacket
167,489,Good Will Hunting,Gus Van Sant,1997,English,Drama,[],127,81.0,10092,10000000,225933435,https://www.themoviedb.org/movie/489-good-will-hunting
168,666,Central Station,Walter Salles,1998,Portuguese,Drama,[],110,81.0,698,2900000,5596708,https://www.themoviedb.org/movie/666-central-station
169,548,Rashomon,Akira Kurosawa,1950,Japanese,Crime,"['Drama', 'Mystery']",88,81.0,1749,250000,96568,https://www.themoviedb.org/movie/548-rashomon
170,500,Reservoir Dogs,Quentin Tarantino,1992,English,Crime,['Thriller'],99,81.0,12374,1200000,2859750,https://www.themoviedb.org/movie/500-reservoir-dogs
171,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,1964,English,Drama,"['Comedy', 'War']",95,81.0,4709,1800000,9523464,https://www.themoviedb.org/movie/935-dr.-strangelove-or:-how-i-learned-to-stop-worrying-and-love-the-bomb
172,996,Double Indemnity,Billy Wilder,1944,English,Crime,"['Drama', 'Mystery', 'Thriller']",107,81.0,1440,927262,2500000,https://www.themoviedb.org/movie/996-double-indemnity
173,348,Alien,Dan O'Bannon,1979,English,Horror,['ScienceFiction'],117,81.0,12219,11000000,104931801,https://www.themoviedb.org/movie/348-alien
174,992,Sherlock Jr.,Buster Keaton,1924,English,Action,"['Comedy', 'Mystery']",45,81.0,726,-,-,https://www.themoviedb.org/movie/992-sherlock-jr.
175,15584,Dear Zachary: A Letter to a Son About His Father,Kurt Kuenne,2008,English,Documentary,['Crime'],95,81.0,404,-,-,https://www.themoviedb.org/movie/15584-dear-zachary:-a-letter-to-a-son-about-his-father
176,614,Wild Strawberries,Ingmar Bergman,1957,Swedish,Drama,[],91,81.0,1333,-,-,https://www.themoviedb.org/movie/614-wild-strawberries
177,545611,Everything Everywhere All at Once,Daniel Scheinert,2022,English,Action,"['Adventure', 'ScienceFiction']",140,81.0,2246,25000000,99000000,https://www.themoviedb.org/movie/545611-everything-everywhere-all-at-once
178,24382,Big Deal on Madonna Street,Mario Monicelli,1958,Italian,Comedy,['Crime'],106,81.0,586,-,-,https://www.themoviedb.org/movie/24382-big-deal-on-madonna-street
179,239,Some Like It Hot,Billy Wilder,1959,English,Comedy,"['Music', 'Romance', 'Crime']",122,81.0,2869,2883848,25000000,https://www.themoviedb.org/movie/239-some-like-it-hot
180,895,Andrei Rublev,Andrei Tarkovsky,1966,Russian,Drama,['History'],205,81.0,610,-,-,https://www.themoviedb.org/movie/895-andrei-rublev
181,37165,The Truman Show,Peter Weir,1998,English,Comedy,['Drama'],103,81.0,15440,60000000,264118201,https://www.themoviedb.org/movie/37165-the-truman-show
182,411088,The Invisible Guest,Oriol Paulo,2017,Spanish;,Drama,"['Mystery', 'Thriller']",107,81.0,3910,4000000,30000000,https://www.themoviedb.org/movie/411088-the-invisible-guest
183,92060,Michael Jackson's Thriller,John Landis,1983,English,Horror,['Music'],14,81.0,471,1100000,-,https://www.themoviedb.org/movie/92060-michael-jackson-s-thriller
184,400608,Bo Burnham: Make Happy,Bo Burnham,2016,English,Comedy,['Music'],60,81.0,306,-,-,https://www.themoviedb.org/movie/400608-bo-burnham:-make-happy
185,615457,Nobody,Ilya Naishuller,2021,English,Action,"['Crime', 'Thriller']",92,81.0,5217,17000000,61779301,https://www.themoviedb.org/movie/615457-nobody
186,149871,The Tale of The Princess Kaguya,Isao Takahata,2013,Japanese,Animation,"['Drama', 'Fantasy']",137,81.0,1412,49300000,24366656,https://www.themoviedb.org/movie/149871-the-tale-of-the-princess-kaguya
187,638507,How to Train Your Dragon: Homecoming,Tim Johnson,2019,English,Animation,"['Fantasy', 'Adventure', 'Action', 'Family']",22,81.0,738,-,-,https://www.themoviedb.org/movie/638507-how-to-train-your-dragon:-homecoming
188,12445,Harry Potter and the Deathly Hallows: Part 2,David Yates,2011,English,Fantasy,['Adventure'],130,81.0,17929,125000000,1341511219,https://www.themoviedb.org/movie/12445-harry-potter-and-the-deathly-hallows:-part-2
189,337404,Cruella,Craig Gillespie,2021,English,Comedy,['Crime'],134,81.0,7672,200000000,233503234,https://www.themoviedb.org/movie/337404-cruella
190,38288,I corti,Arturo Brachetti,1996,Italian,Comedy,[],120,81.0,329,-,-,https://www.themoviedb.org/movie/38288-i-corti
191,655,"Paris, Texas",Wim Wenders,1984,English,Drama,[],145,81.0,1356,1746964,2181987,"https://www.themoviedb.org/movie/655-paris,-texas"
192,652722,In the Arms of an Assassin,Matías Moltrasio,2019,Spanish;,Romance,['Thriller'],101,81.0,302,-,425332,https://www.themoviedb.org/movie/652722-in-the-arms-of-an-assassin
193,58496,Senna,Asif Kapadia,2010,English,Documentary,[],106,81.0,820,-,8212430,https://www.themoviedb.org/movie/58496-senna
194,785534,Paper Lives,Can Ulkay,2021,Turkish,Drama,[],96,81.0,304,-,-,https://www.themoviedb.org/movie/785534-paper-lives
195,832,M,Fritz Lang,1931,German,Drama,"['Action', 'Thriller', 'Crime']",109,81.0,1708,-,-,https://www.themoviedb.org/movie/832-m
196,265297,The Salt of the Earth,Juliano Ribeiro Salgado,2014,French,Documentary,[],109,81.0,510,-,1059804,https://www.themoviedb.org/movie/265297-the-salt-of-the-earth
197,843,In the Mood for Love,Wong Kar-wai,2000,Cantonese,Drama,['Romance'],99,81.0,2029,150000,12854953,https://www.themoviedb.org/movie/843-in-the-mood-for-love
198,38,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,English,ScienceFiction,"['Drama', 'Romance']",108,81.0,12785,20000000,72258126,https://www.themoviedb.org/movie/38-eternal-sunshine-of-the-spotless-mind
199,397567,Along with the Gods: The Two Worlds,Kim Yong-hwa,2017,Korean,Drama,"['Fantasy', 'Action']",139,81.0,722,18300000,125983972,https://www.themoviedb.org/movie/397567-along-with-the-gods:-the-two-worlds
200,31225,Paris Is Burning,Jennie Livingston,1991,English,Documentary,[],71,81.0,392,500000,3779620,https://www.themoviedb.org/movie/31225-paris-is-burning
201,20941,Innocent Voices,Luis Mandoki,2005,Spanish;,Drama,['War'],120,81.0,366,-,837000,https://www.themoviedb.org/movie/20941-innocent-voices
202,103663,The Hunt,Thomas Vinterberg,2012,Danish,Drama,[],116,81.0,3309,3800000,18309793,https://www.themoviedb.org/movie/103663-the-hunt
203,7345,There Will Be Blood,Paul Thomas Anderson,2007,English,Drama,[],158,81.0,5406,25000000,77208711,https://www.themoviedb.org/movie/7345-there-will-be-blood
204,359940,"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,2017,English,Crime,['Drama'],115,81.0,8833,15000000,160192031,"https://www.themoviedb.org/movie/359940-three-billboards-outside-ebbing,-missouri"
205,4348,Pride & Prejudice,Joe Wright,2005,English,Drama,['Romance'],127,81.0,6823,28000000,121147947,https://www.themoviedb.org/movie/4348-pride-&-prejudice
206,81481,Silenced,Hwang Dong-hyuk,2011,Korean,Drama,[],125,81.0,433,2200000,31500000,https://www.themoviedb.org/movie/81481-silenced
207,334543,Lion,Garth Davis,2016,English,Drama,[],118,81.0,5873,12000000,140312928,https://www.themoviedb.org/movie/334543-lion
208,46738,Incendies,Denis Villeneuve,2010,French,Drama,"['War', 'Mystery']",131,81.0,2046,6800000,6788659,https://www.themoviedb.org/movie/46738-incendies
209,9764,Dersu Uzala,Akira Kurosawa,1975,Russian,Action,"['Adventure', 'Drama']",141,81.0,389,4000000,-,https://www.themoviedb.org/movie/9764-dersu-uzala
210,147,The 400 Blows,François Truffaut,1959,French,Drama,[],99,81.0,1750,-,-,https://www.themoviedb.org/movie/147-the-400-blows
211,42229,A Special Day,Ettore Scola,1977,Italian,Drama,['Romance'],106,81.0,544,-,-,https://www.themoviedb.org/movie/42229-a-special-day
212,9702,Bound by Honor,Taylor Hackford,1993,English,Crime,"['Action', 'Drama', 'Thriller']",190,81.0,983,35000000,-,https://www.themoviedb.org/movie/9702-bound-by-honor
213,280,Terminator 2: Judgment Day,James Cameron,1991,English,Action,"['Thriller', 'ScienceFiction']",137,81.0,10824,102000000,520000000,https://www.themoviedb.org/movie/280-terminator-2:-judgment-day
214,780,The Passion of Joan of Arc,Carl Theodor Dreyer,1928,French,Drama,['History'],82,81.0,717,-,-,https://www.themoviedb.org/movie/780-the-passion-of-joan-of-arc
215,406,La Haine,Mathieu Kassovitz,1995,French,Drama,[],98,81.0,3212,2600000,15300000,https://www.themoviedb.org/movie/406-la-haine
216,387,Das Boot,Wolfgang Petersen,1981,German,Drama,"['History', 'War']",150,81.0,1775,14000000,85000000,https://www.themoviedb.org/movie/387-das-boot
217,62,2001: A Space Odyssey,Stanley Kubrick,1968,English,ScienceFiction,"['Mystery', 'Adventure']",149,81.0,9746,12000000,71923560,https://www.themoviedb.org/movie/62-2001:-a-space-odyssey
218,8422,Rocco and His Brothers,Luchino Visconti,1960,Italian,Crime,['Drama'],178,81.0,449,-,-,https://www.themoviedb.org/movie/8422-rocco-and-his-brothers
219,1955,The Elephant Man,David Lynch,1980,English,Drama,['History'],124,81.0,2824,5000000,26010864,https://www.themoviedb.org/movie/1955-the-elephant-man
220,437068,A Taxi Driver,Jang Hoon,2017,Korean,Action,"['Drama', 'History']",138,81.0,718,12820005,81927980,https://www.themoviedb.org/movie/437068-a-taxi-driver
221,515001,Jojo Rabbit,Taika Waititi,2019,English,Comedy,"['War', 'Drama']",108,81.0,7915,14000000,82468705,https://www.themoviedb.org/movie/515001-jojo-rabbit
222,449176,"Love, Simon",Greg Berlanti,2018,English,Comedy,"['Drama', 'Romance']",110,81.0,5512,17000000,66316289,"https://www.themoviedb.org/movie/449176-love,-simon"
223,8392,My Neighbor Totoro,Hayao Miyazaki,1988,Japanese,Fantasy,"['Animation', 'Family']",86,81.0,6487,3700000,45000000,https://www.themoviedb.org/movie/8392-my-neighbor-totoro
224,146233,Prisoners,Denis Villeneuve,2013,English,Drama,"['Thriller', 'Crime']",153,81.0,9739,46000000,122126687,https://www.themoviedb.org/movie/146233-prisoners
225,11659,The Best of Youth,Stefano Rulli,2003,Italian,Drama,"['History', 'Romance']",366,81.0,441,-,2693053,https://www.themoviedb.org/movie/11659-the-best-of-youth
226,10681,WALL·E,Andrew Stanton,2008,English,Animation,"['Family', 'ScienceFiction']",98,81.0,16349,180000000,521311860,https://www.themoviedb.org/movie/10681-wall·e
227,21634,Prayers for Bobby,Russell Mulcahy,2009,English,Drama,"['History', 'TVMovie']",90,81.0,484,-,-,https://www.themoviedb.org/movie/21634-prayers-for-bobby
228,11645,Ran,Akira Kurosawa,1985,Japanese,Action,"['Drama', 'History']",160,81.0,1201,11500005,11859533,https://www.themoviedb.org/movie/11645-ran
229,490003,Won't You Be My Neighbor?,Morgan Neville,2018,English,Documentary,[],95,81.0,446,-,22835787,https://www.themoviedb.org/movie/490003-won-t-you-be-my-neighbor?
230,381284,Hidden Figures,Theodore Melfi,2016,English,Drama,['History'],127,81.0,8213,25000000,230698791,https://www.themoviedb.org/movie/381284-hidden-figures
231,458220,Palmer,Fisher Stevens,2021,English,Drama,[],110,81.0,922,-,-,https://www.themoviedb.org/movie/458220-palmer
232,7347,Elite Squad,José Padilha,2007,Portuguese,Drama,"['Action', 'Crime']",115,81.0,1884,4000000,14759148,https://www.themoviedb.org/movie/7347-elite-squad
233,89708,Samsara,Ron Fricke,2011,English,Documentary,[],102,81.0,499,4000000,-,https://www.themoviedb.org/movie/89708-samsara
234,11423,Memories of Murder,Bong Joon-ho,2003,Korean,Crime,"['Drama', 'Thriller']",131,81.0,2937,2800000,26000000,https://www.themoviedb.org/movie/11423-memories-of-murder
235,120467,The Grand Budapest Hotel,Wes Anderson,2014,English,Comedy,['Drama'],100,81.0,12795,30000000,174600318,https://www.themoviedb.org/movie/120467-the-grand-budapest-hotel
236,19542,The Red Shoes,Emeric Pressburger,1948,English,Drama,['Romance'],133,81.0,481,500000,-,https://www.themoviedb.org/movie/19542-the-red-shoes
237,538362,On My Skin,Alessio Cremonini,2018,Italian,Drama,[],100,81.0,1754,-,-,https://www.themoviedb.org/movie/538362-on-my-skin
238,339877,Loving Vincent,Hugh Welchman,2017,English,Animation,"['Drama', 'Mystery', 'History']",95,81.0,2154,5500000,42187665,https://www.themoviedb.org/movie/339877-loving-vincent
239,678580,El mesero,Raúl Martínez,2021,Spanish;,Comedy,[],86,81.0,327,-,-,https://www.themoviedb.org/movie/678580-el-mesero
240,550776,Believe Me: The Abduction of Lisa McVey,Jim Donovan,2018,English,Drama,['TVMovie'],98,81.0,451,-,-,https://www.themoviedb.org/movie/550776-believe-me:-the-abduction-of-lisa-mcvey
241,400928,Gifted,Marc Webb,2017,English,Drama,['Comedy'],101,81.0,4565,7000000,40343446,https://www.themoviedb.org/movie/400928-gifted
242,264644,Room,Emma Donoghue,2015,English,Drama,['Thriller'],118,80.0,8245,13000000,35401758,https://www.themoviedb.org/movie/264644-room
243,610461,"Veinteañera, Divorciada y Fantástica",Noé Santillán-López,2020,Spanish;,Comedy,[],93,80.0,366,-,-,"https://www.themoviedb.org/movie/610461-veinteañera,-divorciada-y-fantástica"
244,821,Judgment at Nuremberg,Stanley Kramer,1961,English,Drama,"['History', 'War']",179,80.0,600,3000000,10000000,https://www.themoviedb.org/movie/821-judgment-at-nuremberg
245,19426,Nights of Cabiria,Federico Fellini,1957,Italian,Drama,[],110,80.0,598,-,752045,https://www.themoviedb.org/movie/19426-nights-of-cabiria
246,1396,Mirror,Andrei Tarkovsky,1975,Russian,Drama,['History'],107,80.0,720,825370,119266,https://www.themoviedb.org/movie/1396-mirror
247,582,The Lives of Others,Florian Henckel von Donnersmarck,2006,German,Drama,['Thriller'],137,80.0,3069,2000000,70000000,https://www.themoviedb.org/movie/582-the-lives-of-others
248,455661,In a Heartbeat,Esteban Bravo,2017,English,Family,"['Animation', 'Romance', 'Comedy']",4,80.0,928,-,-,https://www.themoviedb.org/movie/455661-in-a-heartbeat
249,568160,Weathering with You,Makoto Shinkai,2019,Japanese,Animation,"['Drama', 'Fantasy', 'Romance']",112,80.0,1637,-,186965409,https://www.themoviedb.org/movie/568160-weathering-with-you
250,482321,Ron's Gone Wrong,Sarah Smith,2021,English,Animation,"['ScienceFiction', 'Family', 'Comedy']",107,80.0,1459,-,60000000,https://www.themoviedb.org/movie/482321-ron-s-gone-wrong
251,26022,My Name Is Khan,Karan Johar,2010,Hindi,Drama,['Romance'],165,80.0,1077,12000000,42345360,https://www.themoviedb.org/movie/26022-my-name-is-khan
252,11104,Chungking Express,Wong Kar-wai,1994,Cantonese,Drama,"['Comedy', 'Romance']",103,80.0,1306,160000,-,https://www.themoviedb.org/movie/11104-chungking-express
253,28978,The Circus,Charlie Chaplin,1928,English,Comedy,['Romance'],72,80.0,614,9000000,-,https://www.themoviedb.org/movie/28978-the-circus
254,938,For a Few Dollars More,Sergio Leone,1965,Italian,Western,[],132,80.0,3262,600000,15000000,https://www.themoviedb.org/movie/938-for-a-few-dollars-more
255,641,Requiem for a Dream,Darren Aronofsky,2000,English,Crime,['Drama'],102,80.0,8457,4500000,7390108,https://www.themoviedb.org/movie/641-requiem-for-a-dream
256,426618,Where Hands Touch,Amma Asante,2018,English,War,"['Drama', 'Romance']",122,80.0,457,-,128269,https://www.themoviedb.org/movie/426618-where-hands-touch
257,310569,The Second Mother,Anna Muylaert,2015,Portuguese,Drama,[],112,80.0,627,-,-,https://www.themoviedb.org/movie/310569-the-second-mother
258,14,American Beauty,Alan Ball,1999,English,Drama,[],122,80.0,10615,15000000,356296601,https://www.themoviedb.org/movie/14-american-beauty
259,106646,The Wolf of Wall Street,Martin Scorsese,2013,English,Crime,"['Drama', 'Comedy']",180,80.0,20622,100000000,392000000,https://www.themoviedb.org/movie/106646-the-wolf-of-wall-street
260,429210,Bingo: The King of the Mornings,Daniel Rezende,2017,Portuguese,Comedy,['Drama'],113,80.0,319,-,-,https://www.themoviedb.org/movie/429210-bingo:-the-king-of-the-mornings
261,279,Amadeus,Miloš Forman,1984,English,History,"['Music', 'Drama']",160,80.0,3505,18000000,51973029,https://www.themoviedb.org/movie/279-amadeus
262,9277,The Sting,George Roy Hill,1973,English,Comedy,"['Crime', 'Drama']",129,80.0,2102,5500000,159616327,https://www.themoviedb.org/movie/9277-the-sting
263,1091,The Thing,John Carpenter,1982,English,Horror,"['Mystery', 'ScienceFiction']",109,80.0,5658,15000000,19629760,https://www.themoviedb.org/movie/1091-the-thing
264,962,The Gold Rush,Charlie Chaplin,1925,English,Adventure,"['Comedy', 'Drama']",89,80.0,1264,923000,4000000,https://www.themoviedb.org/movie/962-the-gold-rush
265,550205,Wish Dragon,Chris Appelhans,2021,English,Animation,"['Family', 'Comedy', 'Fantasy']",99,80.0,1001,-,25860000,https://www.themoviedb.org/movie/550205-wish-dragon
266,595,To Kill a Mockingbird,Robert Mulligan,1962,English,Drama,[],129,80.0,2160,2000000,13129846,https://www.themoviedb.org/movie/595-to-kill-a-mockingbird
267,634649,Spider-Man: No Way Home,Stan Lee,2021,English,Action,"['Adventure', 'ScienceFiction']",148,80.0,15871,200000000,1916050941,https://www.themoviedb.org/movie/634649-spider-man:-no-way-home
268,204,The Wages of Fear,Henri-Georges Clouzot,1953,French,Drama,"['Thriller', 'Adventure']",153,80.0,690,-,-,https://www.themoviedb.org/movie/204-the-wages-of-fear
269,843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,John R. Dilworth,2021,English,Animation,"['Comedy', 'Mystery', 'Family', 'Fantasy']",72,80.0,330,-,-,https://www.themoviedb.org/movie/843906-straight-outta-nowhere:-scooby-doo!-meets-courage-the-cowardly-dog
270,110416,Song of the Sea,Tomm Moore,2014,English,Family,"['Animation', 'Fantasy']",93,80.0,1171,-,857522,https://www.themoviedb.org/movie/110416-song-of-the-sea
271,15,Citizen Kane,Orson Welles,1941,English,Mystery,['Drama'],119,80.0,4626,839727,23218000,https://www.themoviedb.org/movie/15-citizen-kane
272,521,Dial M for Murder,Alfred Hitchcock,1954,English,Crime,['Thriller'],105,80.0,2103,1400000,3000000,https://www.themoviedb.org/movie/521-dial-m-for-murder
273,315465,The Boy and the Beast,Mamoru Hosoda,2015,Japanese,Action,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",119,80.0,1258,-,49714378,https://www.themoviedb.org/movie/315465-the-boy-and-the-beast
274,522518,A Dog's Journey,W. Bruce Cameron,2019,English,Family,"['Adventure', 'Drama']",109,80.0,1177,-,2520000,https://www.themoviedb.org/movie/522518-a-dog-s-journey
275,673,Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,2004,English,Adventure,['Fantasy'],141,80.0,18627,130000000,789804554,https://www.themoviedb.org/movie/673-harry-potter-and-the-prisoner-of-azkaban
276,554596,No Manches Frida 2,Nacho G. Velilla,2019,Spanish;,Comedy,[],102,80.0,729,-,-,https://www.themoviedb.org/movie/554596-no-manches-frida-2
277,522402,Finch,Miguel Sapochnik,2021,English,ScienceFiction,"['Drama', 'Adventure']",115,80.0,2652,2500000,-,https://www.themoviedb.org/movie/522402-finch
278,3090,The Treasure of the Sierra Madre,John Huston,1948,English,Adventure,"['Drama', 'Western']",126,80.0,941,3800000,4307000,https://www.themoviedb.org/movie/3090-the-treasure-of-the-sierra-madre
279,800,The Young and the Damned,Luis Buñuel,1950,Spanish;,Crime,['Drama'],77,80.0,380,-,-,https://www.themoviedb.org/movie/800-the-young-and-the-damned
280,961,The General,Clyde Bruckman,1926,English,Action,"['Adventure', 'Comedy', 'Drama', 'War']",79,80.0,946,750000,1000000,https://www.themoviedb.org/movie/961-the-general
281,14696,Ugetsu,Kenji Mizoguchi,1953,Japanese,Fantasy,"['Drama', 'Mystery']",96,80.0,435,-,-,https://www.themoviedb.org/movie/14696-ugetsu
282,28422,Love Exposure,Sion Sono,2009,Japanese,Action,"['Comedy', 'Drama', 'Romance']",237,80.0,346,-,-,https://www.themoviedb.org/movie/28422-love-exposure
283,11778,The Deer Hunter,Michael Cimino,1978,English,Drama,['War'],183,80.0,3099,15000000,50000000,https://www.themoviedb.org/movie/11778-the-deer-hunter
284,776503,CODA,Siân Heder,2021,English,Drama,"['Music', 'Romance']",112,80.0,1587,10000000,1600000,https://www.themoviedb.org/movie/776503-coda
285,424694,Bohemian Rhapsody,Anthony McCarten,2018,English,Music,"['Drama', 'History']",135,80.0,15185,52000000,894027543,https://www.themoviedb.org/movie/424694-bohemian-rhapsody
286,205596,The Imitation Game,Morten Tyldum,2014,English,History,"['Drama', 'Thriller', 'War']",113,80.0,15122,14000000,233555708,https://www.themoviedb.org/movie/205596-the-imitation-game
287,438695,Sing 2,Garth Jennings,2021,English,Animation,"['Adventure', 'Comedy']",110,80.0,3272,85000000,406000000,https://www.themoviedb.org/movie/438695-sing-2
288,378108,In This Corner of the World,Sunao Katabuchi,2016,Japanese,Drama,"['Animation', 'Romance', 'War', 'History']",130,80.0,468,-,19496308,https://www.themoviedb.org/movie/378108-in-this-corner-of-the-world
289,524,Casino,Martin Scorsese,1995,English,Crime,['Drama'],179,80.0,4760,52000000,116112375,https://www.themoviedb.org/movie/524-casino
290,12761,Autumn Sonata,Ingmar Bergman,1978,Swedish,Drama,[],93,80.0,442,-,-,https://www.themoviedb.org/movie/12761-autumn-sonata
291,307,"Rome, Open City",Roberto Rossellini,1945,Italian,Drama,"['History', 'War']",103,80.0,703,20000,1000000,"https://www.themoviedb.org/movie/307-rome,-open-city"
292,28178,Hachi: A Dog's Tale,Lasse Hallström,2009,English,Drama,['Family'],93,80.0,5849,16000000,46749646,https://www.themoviedb.org/movie/28178-hachi:-a-dog-s-tale
293,488623,Forgotten,Jang Hang-jun,2017,Korean,Thriller,"['Mystery', 'Drama']",108,80.0,724,-,9900000,https://www.themoviedb.org/movie/488623-forgotten
294,359724,Ford v Ferrari,James Mangold,2019,English,Drama,"['Action', 'History']",153,80.0,6140,97600000,225508210,https://www.themoviedb.org/movie/359724-ford-v-ferrari
295,140420,Paperman,John Kahrs,2012,English,Animation,"['Family', 'Romance']",7,80.0,1534,-,-,https://www.themoviedb.org/movie/140420-paperman
296,13223,Gran Torino,Nick Schenk,2008,English,Drama,[],116,80.0,9368,33000000,269958228,https://www.themoviedb.org/movie/13223-gran-torino
297,12104,Pink Floyd: The Wall,Alan Parker,1982,English,Music,['Drama'],95,80.0,1232,12000000,22244207,https://www.themoviedb.org/movie/12104-pink-floyd:-the-wall
298,1059,The Hidden Fortress,Akira Kurosawa,1958,Japanese,Adventure,"['Drama', 'Action', 'Comedy']",139,80.0,467,-,-,https://www.themoviedb.org/movie/1059-the-hidden-fortress
299,3175,Barry Lyndon,Stanley Kubrick,1975,English,Drama,"['Romance', 'War']",185,80.0,2319,11000000,198992,https://www.themoviedb.org/movie/3175-barry-lyndon
300,770,Gone with the Wind,George Cukor,1939,English,Drama,"['War', 'Romance']",238,80.0,3400,4000000,402352579,https://www.themoviedb.org/movie/770-gone-with-the-wind
301,698948,Thirteen Lives,William Nicholson,2022,English,Drama,"['Thriller', 'Action', 'Adventure']",147,80.0,790,55000000,-,https://www.themoviedb.org/movie/698948-thirteen-lives
302,407806,13th,Ava DuVernay,2016,English,Documentary,[],100,80.0,649,-,-,https://www.themoviedb.org/movie/407806-13th
303,11658,Tae Guk Gi: The Brotherhood of War,Kang Je-kyu,2004,Korean,Action,"['Adventure', 'Drama', 'History', 'War']",149,80.0,559,1500000,-,https://www.themoviedb.org/movie/11658-tae-guk-gi:-the-brotherhood-of-war
304,2517,Nobody Knows,Hirokazu Kore-eda,2004,Japanese,Drama,[],141,80.0,375,-,-,https://www.themoviedb.org/movie/2517-nobody-knows
305,654,On the Waterfront,Elia Kazan,1954,English,Crime,['Drama'],108,80.0,1250,910000,9600000,https://www.themoviedb.org/movie/654-on-the-waterfront
306,7508,Like Stars on Earth,Amole Gupte,2007,Hindi,Drama,[],165,80.0,903,2600000,28430000,https://www.themoviedb.org/movie/7508-like-stars-on-earth
307,213,North by Northwest,Ernest Lehman,1959,English,Mystery,['Thriller'],136,80.0,3395,4000000,13275000,https://www.themoviedb.org/movie/213-north-by-northwest
308,25376,The Secret in Their Eyes,Juan José Campanella,2009,Spanish;,Crime,"['Drama', 'Mystery', 'Thriller', 'Romance']",130,80.0,2104,2000000,33965843,https://www.themoviedb.org/movie/25376-the-secret-in-their-eyes
309,237791,The Way He Looks,Daniel Ribeiro,2014,Portuguese,Drama,['Romance'],96,80.0,848,2700000,-,https://www.themoviedb.org/movie/237791-the-way-he-looks
310,94047,My Way,Kang Je-kyu,2011,Korean,Drama,"['Action', 'History', 'War']",137,80.0,302,25500000,16653488,https://www.themoviedb.org/movie/94047-my-way
311,142061,"Batman: The Dark Knight Returns, Part 2",Jay Oliva,2013,English,ScienceFiction,"['Action', 'Animation', 'Mystery']",78,80.0,1199,3500000,-,"https://www.themoviedb.org/movie/142061-batman:-the-dark-knight-returns,-part-2"
312,29264,The Exterminating Angel,Luis Buñuel,1962,Spanish;,Comedy,"['Drama', 'Fantasy']",94,80.0,537,-,-,https://www.themoviedb.org/movie/29264-the-exterminating-angel
313,18438,Castaway on the Moon,Lee Hae-jun,2009,Korean,Drama,"['Comedy', 'Romance']",119,80.0,555,-,-,https://www.themoviedb.org/movie/18438-castaway-on-the-moon
314,501929,The Mitchells vs. the Machines,Michael Rianda,2021,English,Animation,"['Adventure', 'Comedy']",110,80.0,2200,75000000,-,https://www.themoviedb.org/movie/501929-the-mitchells-vs.-the-machines
315,1578,Raging Bull,Martin Scorsese,1980,English,Drama,['History'],129,80.0,3520,18000000,23000000,https://www.themoviedb.org/movie/1578-raging-bull
316,632322,All My Life,Marc Meyers,2020,English,Romance,['Drama'],93,80.0,391,25000000,2000000,https://www.themoviedb.org/movie/632322-all-my-life
317,479626,Avicii: True Stories,Levan Tsikurishvili,2017,English,Music,['Documentary'],97,80.0,305,-,-,https://www.themoviedb.org/movie/479626-avicii:-true-stories
318,242828,When Marnie Was There,Hiromasa Yonebayashi,2014,Japanese,Animation,['Drama'],103,80.0,1484,-,34949567,https://www.themoviedb.org/movie/242828-when-marnie-was-there
